state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,stabrv,region,reg,fatal,fatal1517,fatal1820,fatal2124,fatal1517n,fatal1820n,fatal2124n,perincK
OR,1987,1.4,6.1999998,14019,62.476009,.18871,1.0854,2.8,21,.2023,.159338,8565.3281,0,1,1,620,.000227606,57,.000020925099,44,53,.00044915301,6,.000050847,73,12,.00061863998,.000101695,74,.00045679,17,.000104938,144.53999,.000053061001,2724005.5,117999.88,118000.78,162000.05,23332,6.1999998,61.5,.022640329,OR,W,W,2.2760599,4.4915299,6.1863999,4.5679002,.50847,1.01695,1.0493801,14.019
OR,1988,1.38,5.8000002,14326.275,63.259537,.18162657,1.0982,2.8,21,.2023,.151539,9108.7705,0,1,1,677,.00024466901,95,.000034333199,57,57,.00050442503,10,.000088496003,83,17,.00070939999,.000145299,68,.00042767299,17,.000106918,153.89999,.000055619999,2767003.5,112999.95,117000.28,158999.98,25204,5.5,62.300003,.057864115,OR,W,W,2.4466901,5.0442505,7.0939999,4.2767301,.88496006,1.4529899,1.06918,14.326276
PA,1982,1.36,10.9,13651.552,53.455059,.28639618,.1,.23331,21,10.7631,.183376,6003.2686,1,0,0,1819,.000153127,432,.000036366699,234,126,.000211765,16,.000026891001,216,80,.00034302738,.00012704717,282,.00033333301,110,.000130024,581.09003,.000048917998,11879029,594999.19,629687.38,846000.81,71313,9.6999998,57.799999,-.035829071,PA,E,E,1.5312699,2.11765,3.4302738,3.3333302,.26891002,1.2704717,1.3002399,13.651552
PA,1983,1.3200001,11.8,13706.422,52.909763,.27522936,.1,.25198001,21,10.7036,.176879,6080.3843,1,0,0,1721,.00014473101,397,.000033386601,237,109,.000189236,14,.000024306,211,68,.00034174958,.00011013731,253,.000303721,102,.000122449,533.41998,.000044859,11891025,576000.31,617411.13,833001.38,72302,9.6000004,57.900002,.020704107,PA,E,E,1.4473101,1.89236,3.4174957,3.03721,.24306001,1.1013731,1.2244899,13.706422
PA,1984,1.3099999,9.1000004,13987.912,54.159866,.26373625,.1,.27215999,21,10.9418,.170683,6250.2832,1,0,0,1727,.000145285,359,.000030201099,239,110,.000197487,15,.00002693,186,73,.00030724792,.00012058656,236,.000289216,90,.000110294,497.13,.000041821,11886981,556998.69,605374.31,815999.13,74297,7.5,59.500004,.043332726,PA,E,E,1.45285,1.97487,3.0724792,2.8921599,.26929998,1.2058655,1.10294,13.987912
PA,1985,1.29,8,14356.991,55.236851,.25423729,.1,.29394999,21,10.9727,.166263,6363.6362,1,0,0,1771,.000149414,409,.000034506,253,108,.00019963,14,.000025878,178,62,.00029987932,.00010445235,261,.00032913001,110,.00013871399,567.76001,.000047900001,11852972,541000.88,593572.13,792999.69,75428,7.1999998,60.100002,.020665718,PA,E,E,1.49414,1.9963,2.9987931,3.2913001,.25878,1.0445235,1.3871399,14.356991
PA,1986,1.27,6.8000002,14713.106,56.804413,.24767801,.1,.31748,21,10.7747,.161688,6476.124,1,0,0,1894,.00015923999,438,.000036825299,291,138,.000251825,31,.000056568999,213,67,.00036597939,.00011512027,263,.00035782301,115,.00015646299,618.52002,.000052002,11893997,547999.63,582000,735000.25,77027,7,60.700001,.033719938,PA,E,E,1.5924,2.51825,3.6597939,3.5782301,.56568998,1.1512028,1.5646299,14.713106
PA,1987,1.23,5.6999998,15200,57.356422,.23999999,.1,.34290001,21,10.8076,.156139,6587.292,1,0,0,1987,.000166471,442,.000037030801,242,111,.00020708999,18,.000033582,202,74,.00035689,.000130742,265,.00037011199,113,.00015782101,647.83002,.000054274999,11936013,535998.88,566000.75,715999.5,78626,6.1999998,61.5,.048036527,PA,E,E,1.66471,2.0709,3.5689001,3.7011199,.33582002,1.30742,1.5782101,15.2
PA,1988,1.14,5.0999999,15623.677,58.546509,.23099133,.1,.37035,21,10.8076,.149836,6769.2583,1,0,0,1931,.000160903,405,.000033747201,252,110,.000214844,13,.000025391,215,67,.00040565999,.00012641501,245,.000334243,93,.000126876,574.01001,.000047829999,12001019,511999.41,530000.5,732999.63,81238,5.5,62.300003,.043361302,PA,E,E,1.60903,2.1484399,4.0566001,3.3424299,.25391001,1.26415,1.26876,15.623676
RI,1982,2.0899999,10.2,13326.969,58.60656,.17422435,.1,.1,20,1.6954,.196667,6192.8784,1,0,0,105,.000110063,36,.000037735801,20,9,.000195652,4,.000086956999,18,10,.0003220528,.00017891821,18,.000243243,6,.000081081002,31.799999,.000033332999,953999.06,46000.043,55891.457,74000.07,5908,9.6999998,57.799999,-.025726952,RI,E,E,1.10063,1.95652,3.2205281,2.43243,.86957002,1.7891822,.81081003,13.326969
RI,1983,2.1300001,8.3000002,13759.174,59.183674,.16743119,.1,.1,20,1.6946,.1904,6290.8247,1,0,0,100,.000104603,26,.0000271967,22,6,.000136364,0,0,12,3,.00021861066,.000054652664,16,.00021621599,7,.000094595001,27.530001,.000028795999,955995.5,43999.883,54892.109,74000.078,6014,9.6000004,57.900002,.045932196,RI,E,E,1.04603,1.3636401,2.1861067,2.1621599,0,.54652667,.94595003,13.759173
RI,1984,2.0599999,5.3000002,14312.088,62.533695,.16043955,.1,.1,20.5,1.4709001,.181669,5509.3833,1,0,0,79,.000082120998,24,.000024948,17,5,.000116279,1,.000023256,10,5,.00018549219,.000092746093,16,.00022222201,5,.000069444002,24.6,.000025576999,961995.13,43000.027,53910.625,72000.07,5300,7.5,59.500004,.074032083,RI,E,E,.82120997,1.1627899,1.8549218,2.2222202,.23255999,.92746091,.69444001,14.312088
RI,1985,2.0699999,4.9000001,14595.339,63.636364,.15466101,.1,.1,21,1.6787,.177523,6015.479,1,0,0,109,.000112603,32,.000033057899,17,9,.000214286,1,.00002381,13,7,.00024552995,.00013220844,28,.00039999999,13,.000185714,30.700001,.000031711999,968002.69,41999.945,52946.695,70000,5823,7.1999998,60.100002,.041573212,RI,E,E,1.12603,2.1428599,2.4552996,4,.23810001,1.3220844,1.8571401,14.595339
RI,1986,1.87,4,15109.392,64.721481,.1506708,.1,.1,21,1.756,.172161,6064.5923,1,0,0,124,.000127179,25,.000025641,17,7,.000159091,1,.000022726999,17,3,.00032692307,.000057692308,14,.00022222201,4,.000063492,47.139999,.000048352002,975003.75,43999.977,52000,63000.063,5913,7,60.700001,.06100665,RI,E,E,1.2717899,1.59091,3.2692306,2.2222202,.22726999,.57692307,.63492,15.109391
RI,1987,1.88,3.8,15633,65.485565,.146,.1,.1,21,1.7444,.167711,6088.2109,1,0,0,113,.000114604,31,.000031440199,23,5,.000116279,1,.000023256,15,4,.00029411801,.000078431003,24,.00039344301,13,.000213115,42.549999,.000043150001,986003.94,43000.027,50999.938,60999.941,6003,6.1999998,61.5,.053568423,RI,E,E,1.14604,1.1627899,2.9411802,3.9344301,.23255999,.78431004,2.13115,15.633
RI,1988,1.9299999,3.0999999,16257.94,66.276047,.14051972,.1,.1,21,1.7444,.15810899,5894.2515,1,0,0,125,.00012588099,30,.0000302115,21,8,.000195122,3,.000073171002,13,8,.00028260899,.00017391299,13,.00019999999,8,.000123077,37.5,.000037763999,993001.38,40999.988,45999.953,65000,5853,5.5,62.300003,.041931815,RI,E,E,1.2588099,1.95122,2.8260899,2,.73171002,1.7391299,1.23077,16.25794
SC,1982,1.88,10.8,10393.795,57.824017,2.0620525,25.135799,.40000001,21,0,.211843,7508.3555,0,0,0,730,.00022628601,140,.000043397398,95,62,.000360465,15,.000087209002,77,23,.0003935571,.00011755602,101,.00038846201,28,.000107692,219.60001,.000068070003,3226006,172000.06,195651.41,259999.69,24222,9.6999998,57.799999,-.023243269,SC,S,S,2.2628601,3.60465,3.935571,3.8846202,.87209004,1.1755601,1.07692,10.393795
SC,1983,1.9299999,10,10693.808,56.514313,1.9816514,24.858299,.40000001,21,0,.208084,7666.3701,0,1,1,844,.000259055,175,.000053713899,100,58,.000349398,12,.000072289004,88,26,.00045308747,.00013386675,131,.00050579198,42,.000162162,277.13,.000085061998,3257995.5,165999.8,194222.98,258999.77,24977,9.6000004,57.900002,.059818022,SC,S,S,2.5905499,3.4939799,4.5308747,5.05792,.72289002,1.3386675,1.6216201,10.693808
SC,1984,1.91,7.0999999,11160.439,57.839428,1.8989011,24.5839,.40000001,21,0,.198571,7865.2432,0,1,1,916,.00027740799,142,.000043004198,95,55,.00033950599,7,.000043209999,82,21,.00042530018,.00010891834,130,.000498084,36,.000137931,320.70001,.000097124001,3301995.8,162000.09,192805,261000.16,25971,7.5,59.500004,.076770589,SC,S,S,2.7740798,3.3950598,4.2530017,4.9808402,.4321,1.0891834,1.37931,11.160439
SC,1985,1.9,6.8000002,11369.703,59.909355,1.8305085,24.3125,.40000001,21,0,.193221,7970.4194,0,1,1,951,.00028413499,175,.000052285599,102,56,.00034999999,7,.000043749998,111,35,.00057994528,.00018286564,144,.00056470599,37,.00014509801,400.04999,.000119526,3347000.8,160000,191397.38,254999.95,26677,7.1999998,60.100002,.01880542,SC,S,S,2.8413498,3.4999998,5.7994528,5.6470599,.43749997,1.8286564,1.4509801,11.369703
SC,1986,1.77,6.1999998,11674.923,60.855396,1.7832818,24.044201,.40000001,21,0,.188851,8414.9678,0,1,1,1059,.00031322101,192,.0000567879,119,67,.00039644999,13,.000076923003,95,24,.00050000002,.00012631579,153,.00065948302,49,.00021120701,485.39001,.000143565,3380999.3,168999.88,189999.98,231999.91,28451,7,60.700001,.041620128,SC,S,S,3.13221,3.9645,5,6.59483,.76923001,1.2631578,2.1120701,11.674923
SC,1987,1.6900001,5.5999999,12027,61.763527,1.728,23.778799,.40000001,21,0,.18535,8824.5176,0,1,1,1086,.00031708,197,.000057518198,124,73,.000429412,11,.000064706001,131,40,.00070053502,.000213904,141,.00061572099,46,.00020087299,377.76999,.000110299,3425003,169999.91,186999.94,228999.83,30224,6.1999998,61.5,.07474573,SC,S,S,3.1708,4.2941198,7.0053501,6.1572099,.64705998,2.13904,2.0087299,12.027
SC,1988,1.7,4.5,12440.809,62.613499,1.6631377,23.5163,.40000001,21,0,.16998,9152.459,0,1,1,1034,.000297983,188,.000054178701,130,72,.00042857099,15,.000089285997,115,32,.00067251502,.000187135,133,.00056118099,40,.00016877599,321.60001,.000092681003,3469996.5,168000.17,170999.91,237000.19,31759,5.5,62.300003,.054232448,SC,S,S,2.97983,4.2857099,6.7251501,5.6118097,.89286,1.8713499,1.68776,12.440808
SD,1982,1.83,5.5,11323.389,62.725449,.71837711,.6566,.380649,21,0,.242798,9165.6855,1,0,0,148,.000213256,30,.000043227701,27,7,.00019999999,3,.000085713997,15,1,.0003764384,.000025095895,27,.00050943397,10,.000188679,54.34,.000078306002,694001.56,35000,39847.156,53000,6361,9.6999998,57.799999,-.034946721,SD,MW,MW,2.13256,2,3.764384,5.0943398,.85713995,.25095895,1.88679,11.323389
SD,1983,1.79,5.4000001,11091.743,62.69841,.69036698,.6868,.37132701,21,0,.22934701,9037.208,1,0,0,175,.00025035799,23,.000032904099,19,11,.00033333301,4,.000121212,12,4,.00030889269,.00010296423,22,.000423077,3,.000057691999,47,.000067239002,698999.06,33000.031,38848.441,51999.992,6317,9.6000004,57.900002,-.018384624,SD,MW,MW,2.5035799,3.3333302,3.0889268,4.2307701,1.2121199,1.0296423,.57691997,11.091743
SD,1984,1.67,4.3000002,11661.538,64.891518,.66153848,.71850002,.362234,21,0,.219713,9079.4385,1,0,0,143,.00020283701,25,.000035460998,18,12,.000375,3,.000093750001,17,5,.00044884771,.00013201403,24,.000461538,8,.00015384601,50.639999,.000071836002,704999.56,32000,37874.762,52000.051,6401,7.5,59.500004,.080371842,SD,MW,MW,2.0283701,3.75,4.4884772,4.6153798,.9375,1.3201402,1.53846,11.661538
SD,1985,1.76,5.0999999,11684.322,64.426872,.63771188,.75160003,.35336301,21,0,.20917401,8865.8281,1,0,0,130,.00018361599,17,.0000240113,11,11,.00035483899,1,.000032258002,7,2,.00018957097,.000054163134,22,.00044897999,5,.000102041,34.900002,.000049291,707999.31,30999.975,36925.484,48999.957,6277,7.1999998,60.100002,-.00674388,SD,MW,MW,1.8361599,3.5483899,1.8957098,4.4898,.32258001,.54163134,1.0204099,11.684322
SD,1986,1.47,4.6999998,12175.438,65.166344,.62125903,.78619999,.34470999,21,0,.19928899,8817.8174,1,0,0,134,.00018926599,23,.000032485899,17,6,.0001875,2,.000062500003,14,6,.00038888888,.00016666666,20,.000465116,6,.000139535,36.09,.000050980001,707998.31,32000,36000,43000.027,6243,7,60.700001,.027117424,SD,MW,MW,1.8926599,1.875,3.8888888,4.6511598,.625,1.6666666,1.39535,12.175439
SD,1987,1.5,4.1999998,12545,66.019417,.60925299,.82249999,.33626801,21,0,.19311,8757.4229,1,0,0,134,.00018899899,14,.000019746099,10,8,.000258065,1,.000032258002,15,2,.00042857099,.000057142999,17,.00040476199,4,.000095238,30.040001,.000042373002,708998.5,30999.941,35000.035,41999.992,6208.9995,6.1999998,61.5,-.033471428,SD,MW,MW,1.88999,2.5806501,4.2857099,4.0476198,.32258001,.57142997,.95238,12.545
SD,1988,1.45,3.9000001,12276.228,66.216217,.59336478,.86040002,.328033,21,0,.179332,9304.3428,1,0,0,147,.000206171,23,.0000322581,16,12,.00039999999,1,.000033332999,16,8,.00050000002,.00025000001,18,.00041860499,4,.000093023002,42.73,.000059933001,713000.38,30000,31999.998,42999.965,6634,5.5,62.300003,-.0034752521,SD,MW,MW,2.0617099,4,5,4.1860499,.33332998,2.5,.93023002,12.276228
TN,1982,1.35,11.8,10988.066,53.998852,.33809426,25.8365,.2,19,1.8864,.198828,7458.3003,0,1,0,1055,.000226152,243,.000052089999,153,84,.00035744699,13,.000055319,154,54,.00060230814,.00021119896,143,.000418129,50,.000146199,386.76999,.000082908999,4665004,234999.88,255683.08,341999.72,34793,9.6999998,57.799999,-.019098325,TN,MW,MW,2.2615199,3.5744698,6.0230813,4.1812901,.55318999,2.1119895,1.46199,10.988067
TN,1983,1.34,11.5,11183.486,55.064194,.32491168,25.6567,.2,19,1.8767,.19391599,7733.2095,0,1,0,1037,.00022115601,193,.000041160201,111,53,.00023347999,10,.000044052998,153,42,.00060481619,.00016602798,141,.00041470601,38,.000111765,377.89001,.000080591002,4688997.5,227000.17,252969.42,339999.91,36261,9.6000004,57.900002,.041489325,TN,MW,MW,2.21156,2.3348,6.048162,4.1470599,.44052997,1.6602799,1.11765,11.183486
TN,1984,1.35,8.6000004,11704.396,57.312248,.31134394,25.4781,.2,19.67,1.862,.183345,7728.1001,0,1,0,1095,.00023169701,213,.000045069799,128,65,.00029411801,10,.000045248999,151,51,.00060331332,.00020376807,165,.000486726,42,.000123894,388.72,.000082252001,4726000,220999.72,250284.55,338999.78,36523,7.5,59.500004,.075437926,TN,MW,MW,2.3169701,2.9411802,6.033133,4.86726,.45248997,2.0376806,1.23894,11.704395
TN,1985,1.3200001,8,11919.491,57.647385,.30013028,25.300699,.2,21,1.848,.187638,7614.0156,0,1,0,1101,.00023120501,183,.0000384292,114,65,.00029545499,8,.000036363999,117,23,.00047248258,.000092881193,177,.00052835798,58,.000173134,324.31,.000068103996,4762007.5,219999.67,247628.17,335000.16,36258,7.1999998,60.100002,.030371552,TN,MW,MW,2.3120501,2.9545498,4.7248259,5.2835798,.36363998,.92881191,1.7313401,11.919491
TN,1986,1.24,8,12371.517,58.03252,.29238698,25.124599,.2,21,0,.17457201,8165,0,1,0,1230,.00025625,233,.0000485417,148,90,.00038626601,10,.000042918,158,51,.00064489798,.00020816327,175,.00056818197,57,.000185065,395.69,.000082434999,4800000,233000.05,244999.98,307999.91,39192,7,60.700001,.0429537,TN,MW,MW,2.5625,3.8626602,6.4489799,5.6818199,.42918,2.0816326,1.85065,12.371516
TN,1987,1.21,6.5999999,12876,59.239132,.28332299,24.949699,.2,21,0,.168929,8676.8428,0,1,0,1248,.00025705501,225,.000046344001,135,97,.00041452999,20,.000085469997,150,45,.00061983499,.00018595,152,.00049836101,46,.00015081999,376.37,.000077520999,4854992,233999.95,241999.89,304999.78,42126.004,6.1999998,61.5,.078576535,TN,MW,MW,2.5705502,4.1452999,6.19835,4.9836102,.85469997,1.8595001,1.5081999,12.876
TN,1988,1.1799999,5.8000002,13352.262,59.204514,.27268815,24.775999,.2,21,0,.168742,9028.1826,0,1,0,1266,.00025863099,230,.000046986701,145,79,.000346491,16,.000070175003,173,46,.00076888897,.000204444,156,.00050160801,48,.000154341,398.48001,.000081405997,4895005,228000.16,224999.97,310999.81,44193,5.5,62.300003,.039478224,TN,MW,MW,2.5863099,3.46491,7.68889,5.0160799,.70175004,2.04444,1.5434101,13.352262
TX,1982,1.5599999,6.9000001,13942.721,62.655109,.43317422,18.204901,.52539998,19,11.3178,.20868599,8144.7876,0,0,0,4213,.00027403401,1049,.000068232097,603,237,.00030899601,72,.000093871997,526,196,.00062439218,.00023266324,632,.00053243502,228,.000192081,2094.8999,.000136263,15374004,767000.19,842419.25,1186999.3,125218,9.6999998,57.799999,-.016066112,TX,W,W,2.7403402,3.0899601,6.2439218,5.3243504,.93871999,2.3266325,1.92081,13.94272
TX,1983,1.48,8,13692.66,62.316143,.41628441,17.962299,.53860003,19,11.1786,.200634,8338.5723,0,0,0,3823,.000241717,915,.000057852802,507,207,.00027272699,51,.000067194,471,176,.00055834657,.00020863905,592,.00049498299,208,.00017391299,1812.5,.000114599,15816016,759000.81,843562.06,1196000.8,131883,9.6000004,57.900002,-.0025605322,TX,W,W,2.41717,2.7272699,5.5834656,4.9498301,.67193997,2.0863905,1.7391299,13.69266
TX,1984,1.48,5.9000001,14039.561,64.555862,.41884616,17.7229,.5521,19,7.1252999,.193534,8564.1289,0,0,0,3912,.000243238,886,.0000550892,530,227,.00030307099,39,.000052069001,455,167,.00053864863,.0001977018,600,.00050462602,224,.000188394,1852.47,.000115182,16083013,748999.44,844706.5,1188999.4,137737,7.5,59.500004,.049231891,TX,W,W,2.43238,3.03071,5.3864865,5.0462604,.52069002,1.977018,1.88394,14.03956
TX,1985,1.37,7,14270.127,63.912521,.46144068,17.4867,.56599998,19,7.0004001,.184567,8751.5459,0,0,0,3678,.000224679,811,.000049541799,477,256,.00034087899,53,.000070572998,388,131,.00045870882,.00015487334,523,.00044510601,174,.000148085,1471.02,.000089861001,16370022,750999.63,845852.5,1175001,143263,7.1999998,60.100002,.025227012,TX,W,W,2.2467899,3.4087899,4.5870881,4.4510603,.70572996,1.5487335,1.4808501,14.270127
TX,1986,1.21,8.8999996,13950.465,62.001675,.44953561,17.2537,.58020002,19.67,6.8666,.175312,8821.6963,0,0,0,3567,.00021373401,788,.000047216701,479,279,.000342752,76,.000093365998,420,134,.00049586775,.00015820542,485,.00043187899,163,.000145147,1267.3,.000075935997,16688968,813999.63,847000.06,1122999.8,147225,7,60.700001,-.038800102,TX,W,W,2.1373401,3.42752,4.9586773,4.31879,.93365997,1.5820543,1.45147,13.950465
TX,1987,1.13,8.3999996,13889,62.935841,.43560001,17.023701,.5948,21,6.8256998,.167624,9005.0479,0,0,0,3261,.000194234,688,.000040979201,402,231,.00028343601,43,.000052760999,385,121,.00046385999,.00014578299,437,.00039691199,136,.00012352401,1034.48,.000061617,16789028,814998.81,829991.81,1100999.8,151186,6.1999998,61.5,-.033068828,TX,W,W,1.94234,2.8343601,4.6385999,3.9691198,.52761,1.45783,1.2352401,13.889
TX,1988,1.09,7.3000002,14038.499,64.130165,.4192493,16.796801,.60970002,21,6.8256998,.155518,9290.3223,0,0,0,3393,.000201473,752,.000044652901,458,247,.000312658,70,.000088608002,404,129,.00051927997,.00016580999,432,.000405253,136,.00012758,1145.63,.000068025998,16840966,790000.56,778000.38,1066000.8,156458,5.5,62.300003,.02367972,TX,W,W,2.01473,3.12658,5.1927996,4.0525298,.88608003,1.6580999,1.2758,14.038499
UT,1982,.91000003,7.8000002,10788.783,61.160271,.3568401,.69999999,65.916496,21,1.6046,.24070001,7012.1831,0,0,0,295,.000189345,46,.000029524999,24,26,.000356164,4,.000054795,35,12,.00039853292,.00013663986,42,.000325581,10,.000077518998,62.299999,.000039988001,1558002.6,73000.078,87822.102,129000.16,10925,9.6999998,57.799999,-.0094778761,UT,W,W,1.8934499,3.56164,3.9853292,3.25581,.54795003,1.3663987,.77519,10.788783
UT,1983,.83999997,9.1999998,10779.816,60.038239,.62925458,.69999999,65.186996,21,1.605,.23281901,7035.0908,0,1,1,283,.000177429,45,.0000282132,23,25,.000347222,3,.000041667001,29,9,.00033292038,.00010332012,27,.000212598,7,.000055117998,67.739998,.000042467,1595004.3,72000.047,87107.914,127000.26,11221,9.6000004,57.900002,.040985845,UT,W,W,1.77429,3.4722199,3.3292038,2.1259799,.41666999,1.0332012,.55118001,10.779817
UT,1984,.86000001,6.5,11120.879,62.666668,.87734836,.69999999,64.465599,21,1.8484,.21851499,7184.8418,0,1,1,315,.00019408501,51,.0000314233,28,22,.00030555599,4,.000055556,38,5,.0004398172,.000057870686,34,.000272,8,.000064,78.059998,.000048095,1623000.3,71999.898,86399.531,125000,11661,7.5,59.500004,.074826777,UT,W,W,1.94085,3.0555599,4.3981719,2.72,.55555999,.57870686,.63999999,11.120879
UT,1985,.88999999,5.9000001,11284.958,64.62841,.8457489,.69999999,63.752201,21,1.8541,.214632,7317.3442,0,1,1,303,.000184195,36,.0000218845,22,20,.00027397301,1,.000013699,25,6,.00029172582,.000070014197,43,.000352459,6,.000049179998,63.310001,.000038483999,1644995.8,72999.891,85696.906,122000.01,12037,7.1999998,60.100002,.027527202,UT,W,W,1.8419499,2.7397301,2.9172583,3.52459,.13699,.70014197,.49179998,11.284958
UT,1986,.88999999,6,11339.525,65.831009,.82392877,.69999999,63.0467,21,1.8329,.207449,7426.6836,0,1,1,313,.000188101,34,.000020432701,25,33,.00040243901,6,.000073171002,36,5,.00042352942,.000058823531,33,.00027272699,3,.000024793,54.959999,.000033030999,1663999.8,82000,85000,121000.13,12358,7,60.700001,.009347491,UT,W,W,1.8810099,4.0243902,4.2352943,2.7272699,.73171002,.58823532,.24793001,11.339525
UT,1987,.83999997,6.4000001,11389,65.225395,.79838699,.69999999,62.348999,21,1.1905,.19458,7547.0034,0,1,1,296,.00017619001,48,.0000285714,29,31,.00036904801,6,.000071429,35,15,.00041666999,.000178571,32,.00026666699,9,.000075000004,56.799999,.00003381,1680004.5,83999.914,83999.328,119999.85,12679,6.1999998,61.5,-.0062180427,UT,W,W,1.7619001,3.69048,4.1666999,2.6666698,.71429002,1.7857101,.75000006,11.389
UT,1988,.81999999,4.9000001,11735.322,65.815857,.76841867,.69999999,61.659,21,1.1905,.18335199,7847.9448,0,1,1,297,.00017574,29,.0000171598,21,29,.00034523799,3,.000035714002,23,7,.00027381,.000083332998,31,.00027927899,4,.000036035999,71.5,.000042307998,1689996.6,84000.023,83999.852,111000.12,13263,5.5,62.300003,.037437778,UT,W,W,1.7574,3.4523799,2.7381001,2.7927899,.35714,.83332998,.36036,11.735322
VT,1982,2.3900001,6.9000001,12064.439,63.565891,.71151549,.1067,.2814,18,.27329999,.188732,7678.8374,1,0,0,107,.000205769,18,.000034615401,10,6,.000230769,0,0,27,8,.00084040087,.00024900766,14,.00033333301,6,.000142857,27.76,.000053394,520000.59,26000.025,32127.525,42000.039,3993,9.6999998,57.799999,.00012804622,VT,E,E,2.0576899,2.3076899,8.4040089,3.3333302,0,2.4900765,1.4285699,12.06444
VT,1983,2.3099999,6.9000001,12186.927,63.010204,.68377292,.11,.2726,18,.28569999,.186244,7906.6836,1,0,0,94,.000179048,19,.0000361905,11,8,.00031999999,2,.000079999998,19,2,.0005966989,.00006281041,21,.00050000002,9,.000214286,34.099998,.000064952001,524998.88,25000,31841.855,41999.996,4151,9.6000004,57.900002,.067078635,VT,E,E,1.79048,3.1999998,5.966989,5,.79999995,.62810409,2.1428599,12.186927
VT,1984,2.24,5.1999998,12680.22,64.393936,.65521979,.1133,.264,18,.50660002,.175202,8307.5342,1,0,0,114,.000215094,18,.0000339623,16,10,.00039999999,4,.00016,23,6,.00072879996,.00019012173,15,.00036585401,3,.000073171002,31.809999,.000060012,530000.81,25000,31558.729,40999.961,4403,7.5,59.500004,.060548261,VT,E,E,2.1509399,4,7.2879996,3.65854,1.5999999,1.9012173,.73171002,12.68022
VT,1985,2.1300001,4.8000002,13112.288,65.920403,.63162076,.1167,.25569999,18,.3398,.17369901,8762.6055,1,0,0,115,.000214953,23,.000042990701,15,8,.00033333301,1,.000041667001,14,4,.0004475973,.00012788494,16,.00039024401,8,.000195122,36.349998,.000067939996,535000.69,24000.023,31278.115,40999.988,4688,7.1999998,60.100002,.057508834,VT,E,E,2.1495299,3.3333302,4.4759731,3.9024401,.41666999,1.2788494,1.95122,13.112288
VT,1986,2.03,4.6999998,13740.97,68.304672,.61532509,.1201,.2476,19.5,.34029999,.169052,8990.7695,1,0,0,109,.00020147899,19,.000035120102,14,7,.00025925899,0,0,14,0,.0004516129,0,19,.00054285699,11,.00031428601,33.419998,.000061781,540999.31,27000.027,31000,35000.012,4864,7,60.700001,.062942803,VT,E,E,2.0147898,2.5925899,4.516129,5.4285698,0,0,3.1428602,13.74097
VT,1987,1.9299999,3.5999999,14325,69.007263,.59625,.1236,.23989999,21,.33590001,.16916201,9195.2441,1,0,0,119,.00021715301,14,.000025547401,11,10,.00038461501,1,.000038462,18,2,.00060000003,.000066667002,22,.00062857103,6,.000171429,38.950001,.000071071998,548000.69,26000.025,29999.998,35000.023,5039,6.1999998,61.5,.10476777,VT,E,E,2.17153,3.8461502,6.0000005,6.2857103,.38462001,.66667002,1.71429,14.325
VT,1988,1.8200001,2.8,14727.623,68.957344,.57386911,.12729999,.2323,21,.33590001,.1592,9969.4863,1,0,0,129,.00023159799,27,.000048474001,12,12,.00047999999,3,.00012,19,7,.00067857001,.00025000001,15,.000394737,7,.00018421101,39.040001,.000070094,556999.63,25000,28000.059,37999.984,5553,5.5,62.300003,.057771914,VT,E,E,2.31598,4.7999997,6.7857003,3.9473701,1.1999999,2.5,1.84211,14.727623
VA,1982,1.7,7.6999998,13878.281,60.845768,.75894988,12.7081,.52539998,21,0,.208276,7547.8311,1,0,0,881,.000160503,177,.000032246298,115,71,.00025177299,14,.000049645001,125,41,.00039592502,.0001298634,117,.00027464799,38,.000089202003,252.7,.000046036999,5488994,282000.06,315716.34,425999.84,41430,9.6999998,57.799999,.0067459471,VA,E,E,1.6050299,2.51773,3.9592502,2.74648,.49645001,1.2986341,.89202005,13.878282
VA,1983,1.62,6.0999999,14299.312,62.640865,.72935778,12.6132,.53860003,21,0,.202384,7609.1255,1,0,0,901,.00016208,179,.000032200001,116,51,.000186131,11,.000040145998,137,49,.00043769623,.00015654828,124,.00029039799,34,.000079625002,268.26001,.000048256999,5558983,274000.56,313002.47,427000.19,42299,9.6000004,57.900002,.07204251,VA,E,E,1.6208,1.86131,4.3769622,2.90398,.40145999,1.5654829,.79625005,14.299312
VA,1984,1.58,5,14906.594,64.892845,.69890106,12.5191,.5521,21,0,.197191,7900.4438,1,0,0,1013,.00017973701,213,.000037792801,138,63,.000235955,12,.000044944001,127,53,.00040926563,.00017079589,175,.00040887899,60,.000140187,271.76001,.000048219001,5636012.5,267000.06,310311.91,427999.5,44527,7.5,59.500004,.069230624,VA,E,E,1.7973701,2.35955,4.0926561,4.0887899,.44944,1.7079588,1.40187,14.906593
